JOB Role,Company,Salary,Location
Corporate Sales Executive,M.K Infrastructure (P) Ltd,"₹ 2,00,000 - 2,10,000",Siliguri
Customer Service Associate,E-Revbay Private Limited,"₹ 2,20,000 - 6,00,000",Mumbai
Business Process Outsourcing Executive,TETA WORKFORCE MANAGEMENT,"₹ 2,00,000 - 4,00,000",Coimbatore
Associate Video Editor,StarShield Technologies Private Limited,"₹ 2,30,000 - 2,50,000",Ghaziabad
Human Resources (HR) Executive,TalentHome Solutions LLP,"₹ 2,00,000",Mumbai
Business Development Executive,Innovex Media Limited Liability Partnership,"₹ 2,00,000 - 2,50,000",Work from home
Video Editor,Innovex Media Limited Liability Partnership,"₹ 2,00,000 - 2,50,000",Pune
Digital Marketing Specialist,Social Emerger Web Solutions,"₹ 2,10,000 - 2,65,000",Delhi
Senior WordPress Developer,ZOOT DIGITAL SEO,"₹ 3,60,000 - 8,40,000",Navi Mumbai
Field Sales Executive,Worth Controls Private Limited,"₹ 2,24,000 - 5,40,000",Coimbatore
Mechanical Engineer,DeepThought CultureTech Ventures Pvt Ltd.,"₹ 3,00,000 - 3,60,000",Tadipatri
Digital Marketing Associate,Assetbot Finolutions Private Limited,"₹ 2,75,000 - 3,60,000",Chennai
Sales Executive,P.K. Versi Turf Private Limited,"₹ 2,00,000 - 3,00,000",Pune                                                        (Hybrid)
Android App Developer,Genleadkart Ai Pvt. Ltd.,"₹ 2,00,000 - 2,40,000",Bhopal
Corporate Sales Executive,Toshi Automation Solutions Limited,"₹ 2,00,000 - 2,80,000",Ghaziabad
Education Consultant,InternGrad SkillUp Solutions Pvt Ltd,"₹ 5,50,000",Bangalore
Junior Social Media Marketing Executive,Zigsaw Consultancy,"₹ 3,00,000",Mumbai
Video Content Creator (Finance/Fintech),Unlisted Shares India,"₹ 3,00,000 - 4,50,000",Work from home
Junior Social Media Marketing Manager,Essence Design,"₹ 2,00,000 - 2,70,000",Gurgaon
Fashion Designer,APSK Production & Entertainment Private Limited,"₹ 2,00,000 - 2,50,000",Jaipur
Quality Inspector,Datum Advanced Composites Private Limited,"₹ 4,00,000 - 5,00,000",Kanpur
Service Engineer,DEZ AUTOMATION AND CONTROL,"₹ 2,00,000 - 3,20,000","Bhubaneswar, Jamshedpur, Kolkata                                                        (Hybrid)"
Field Sales Trainee,BSS Microfinance Pvt Ltd,"₹ 5,00,000 - 8,00,000",Bangalore
Field Sales Executive,Readylink Internet Services Limited,"₹ 2,00,000 - 2,20,000",Coimbatore
Corporate Sales Executive,Shanaya Paper Products,"₹ 3,00,000 - 5,00,000","Delhi, Gurgaon"
Full Stack Developer,Nasya Software Technologies Private Limited,"₹ 2,50,000 - 4,50,000",Work from home
Junior Social Media Marketing Associate,Kiaan Ayurveda,"₹ 2,50,000 - 3,50,000",Gurgaon
Business Development Manager,Ad X Groupe LLC,"₹ 3,00,000 - 5,00,000",Noida
Junior Social Media Marketing Manager,MediaFlix,"₹ 2,00,000 - 2,10,000","Bhilai, Durg"
Warehouse Operations Executive,Ayurveda House Private Limited,"₹ 3,60,000 - 4,80,000",Delhi
Business Development Executive,Tekies Retail Private Limited,"₹ 3,60,000 - 8,00,000",Noida
Digital Marketing Executive,Clarigo Infotech Pvt Ltd,"₹ 2,00,000 - 3,00,000",Indore
Mechanical Design Engineer,H.G. Graphics Private Limited,"₹ 8,50,000 - 10,00,000",Palwal
Business Growth And Marketing Manager,Stirring Minds,"₹ 2,66,000 - 4,00,000",Delhi
Accounts Executive,Hello Mentor Pvt Ltd,"₹ 2,50,000 - 3,00,000",Bangalore
Client Acquisition & Engagement Specialist,The Agency Source,"₹ 4,00,000",Delhi
Accounts & Tax Manager - CA,Prolegion Pvt. Ltd.,"₹ 6,00,000 - 10,00,000",Mumbai
Executive Assistant,Hagerstone International Private Limited,"₹ 2,40,000 - 3,00,000","Noida, Delhi, Gurgaon"
Junior Social Media Marketing Executive,Calee Media,"₹ 2,00,000 - 2,20,000",Mumbai
Business Development Executive,The Leaders Globe Media,"₹ 2,00,000",Pune
Video Editor & Motion Designer,Walking Frames Productions,"₹ 2,40,000 - 3,60,000",Noida
Junior Backoffice Executive,Carufus Technology Private Limited,"₹ 2,00,000 - 2,50,000",Mumbai                                                        (Hybrid)
Associate UI/UX Designer,Appz Global Tech,"₹ 2,01,000 - 2,05,000",Noida
Accounts Executive,SEQUIFI INDIA TECHNOLOGIES PRIVATE LIMITED,"₹ 2,40,000 - 3,50,000",Gurgaon
Junior Social Media Marketing Associate,Bluestone Travels,"₹ 2,40,000 - 3,00,000",Ahmedabad
Junior Civil Engineer,Modmyspace Interiors Pvt Ltd,"₹ 2,00,000 - 4,70,000",Bangalore
Business Development Executive,Citis Educon Private Limited,"₹ 2,40,000 - 3,60,000",Pune
Field Sales Executive,Samyak Infotech Private Limited,"₹ 2,00,000 - 3,00,000",Ahmedabad
Business Development Associate,Acoworlds Technology Private Limited,"₹ 4,84,000 - 6,10,000",Noida
Associate Graphic Designer,Climate And Sustainability Initiative,"₹ 2,00,000 - 3,00,000",Delhi                                                        (Hybrid)
Graphic Designer,International Institute Of Fashion Technology,"₹ 2,00,000 - 3,00,000",Bhopal
ELECTRICAL DESIGN AND ESTIMATION ENGINEER,DIPILEC ENTERPRISES,"₹ 2,50,000 - 4,00,000",Mumbai
Finance Trainee,School Of Light Private Limited,"₹ 2,00,000 - 2,50,000",Mumbai
Search Engine Optimization (SEO) Executive,Digitize Matrix,"₹ 2,15,000 - 3,00,000",Pune
Admission And Sales Counsellor,Saroj Education Group,"₹ 2,10,000 - 4,20,000",Lucknow
Sales And Marketing Executive,Shree Ram Industries,"₹ 3,00,000",Jaipur                                                        (Hybrid)
Front Office Operations,Garekars Md LLP,"₹ 2,50,000 - 3,60,000","Delhi, Gurgaon"
Customer Support Associate,Axi Workforce Pvt Ltd,"₹ 2,00,000 - 2,90,000",Kolkata
Executive - Operations,Baldor Technologies Private Limited,"₹ 3,00,000 - 3,50,000","Thane, Mumbai"
Office Assistant,Workforce Connect India Private Limited,"₹ 2,50,000 - 3,00,000",Gurgaon
Human Resources (HR) Executive,Physique 57 India,"₹ 2,00,000 - 4,00,000",Mumbai
Business Development Executive,ENVO Sustainer Private Limited,"₹ 3,40,000 - 5,00,000",Mumbai
Sales Associate Trainee,Off-the-Grid Glamps,"₹ 2,10,000 - 2,40,000",Bangalore
Customer Service Associate,Genpact India Private Limited,"₹ 2,00,000",Noida
Customer Service Associate,Genpact India Private Limited,"₹ 2,00,000",Hyderabad
Recruiter (Female),Yuvii Consultancy Private Limited,"₹ 2,00,000 - 5,00,000","Ahmedabad, Vadodara"
Associate Industrial And Production Engineer,AKSI AEROSPACE,"₹ 2,00,000 - 3,00,000",Telangana
Computer Operator,Rudra Interiors Private Limited,"₹ 2,00,000",Greater Noida
Accountant/Accounts Executive,Manubhai & Shah LLP,"₹ 2,20,000","Ahmedabad, Gandhinagar, Indore, Jamnagar, Rajkot, Surat, Udaipur, Vadodara"
Tutor (NEET/JEET),Stalwart People Company (SPC),"₹ 8,00,000 - 10,00,000",Gangtok
Data Entry Associate,Blissful Bonds Matrimony,"₹ 2,00,000","Delhi, Ghaziabad, Noida, Gurgaon"
Social Media Manager,Sohaniya Textiles Private Limited,"₹ 2,00,000",Jaipur
Travel Advisor (Sales),Travel Lykke Private Limited,"₹ 4,20,000 - 4,40,000",Jaipur
Corporate Sales Associate,Podium Systems Private Limited,"₹ 2,50,000 - 3,50,000",Pune
Business Development Executive,Rayo Innovations Pvt. Ltd.,"₹ 2,00,000 - 4,50,000",Ahmedabad
Business Development Associate,The Root And Craft,"₹ 2,50,000 - 4,00,000",Delhi
Graphic Designer,Living Consumer Products Private Limited,"₹ 2,00,000 - 4,00,000",Mumbai
Business Development Associate,Time Line Investments,"₹ 3,00,000 - 3,20,000","Mysuru, Bangalore, Tumkur, Andra"
Junior Social Media Marketing Specialist,Better Industries,"₹ 2,40,000",Gurgaon
Client Acquisition Executive,Brandwizz Communications Private Limited,"₹ 2,00,000 - 3,00,000",Kolkata
Full Stack Developer,Lazy Idli Private Limited,"₹ 4,80,000 - 5,70,000",Bangalore
Business Development Executive,Zutawa Studios Private Limited,"₹ 2,00,000",Bangalore                                                        (Hybrid)
UI/UX Designer,Zutawa Studios Private Limited,"₹ 2,00,000",Bangalore                                                        (Hybrid)
Human Resources (HR) Manager,Gulmohar Talent Management,"₹ 2,70,000 - 5,30,000",Noida
Associate Software Developer,Design Centric,"₹ 3,18,000 - 4,00,000","Navi Mumbai, Mumbai"
Artificial Intelligence (AI) Associate,New Business Strategies Corporation,"₹ 3,00,000 - 6,00,000",Work from home
Travel Sales Executive,Lacreata Multibusiness Private Limited,"₹ 3,00,000 - 4,90,000",Kolkata                                                        (Hybrid)
Java Developer,Multivirt India Private Limited,"₹ 2,10,000 - 3,20,000","Faridabad, Ghaziabad, Gurgaon, Noida, Delhi"
Junior Market Research Executive,Bare International,"₹ 2,00,000 - 3,00,000","Aligarh, Alibag, Dibrugarh, Kurukshetra, Machilipatnam, Mysuru, Solan, Tenali, Dungarpur, Kayamkulam, Hamirpur, Chalakudy, Odisha, Champhai, Wokha, Bangalore, Goa Velha, Manipur, Leh, Karnataka"
Field Sales Executive,Juno Tourism LLP,"₹ 2,00,000 - 3,00,000","Ahmedabad, Kolkata, Hyderabad"
Content Writer,Kuberans Tech Ventures Pvt Ltd,Competitive salary,Mumbai
Senior Sales Executive,Sturlite Electric Pvt Ltd.,Competitive salary,Amravati
Python Developer,Chiselon Technologies Pvt Ltd,"₹ 20,00,000 - 40,00,000","Anantapur, Hyderabad, Bangalore"
Marketing Manager,KNGS Govardhan Urja Cng Pvt.Ltd.,"₹ 3,00,000 - 5,40,000",Pune
Graphic Designer,Luna Technologies Private Limited,Competitive salary,Navi Mumbai
Marketing Executive,WINEX LOGISTICS INDIA PRIVATE LIMITED,Competitive salary,Hosur
Sales Manager,Sri Sai Overseas Recruitment,"₹ 4,00,000 - 6,00,000",Abu Road
Product Marketing Specialist,True Blue HR Consultants,"₹ 20,00,000 - 22,00,000",Bangalore
Business Development Executive,Vedas Mantra Pvt Ltd,Competitive salary,Gwalior
Personal Secretary (PS) To Managing Director,Lishanth Enterprises,"₹ 2,00,000 - 2,50,000",Vijayawada
Business Development Executive,Intessence Solutions Pvt Ltd,"₹ 3,60,000","Mangalore, Puttur, Udupi"
Corporate Sales Manager,Scalar Tech Media Private Limited,"₹ 2,00,000 - 3,00,000",Mumbai
Associate Telecaller (Female Only),Precisito Private Limited,"₹ 2,50,000 - 3,20,000","Delhi, Ghaziabad, Gurgaon, Meerut, Noida, Haryana, Uttar Pradesh"
Field Sales Executive,Revival Engineers Private Limited,"₹ 2,20,000 - 3,00,000","Vadodara, Halol, Waghodia, Savli"
Business Development Executive,Dolphin Ad World Private Limited,"₹ 2,00,000 - 6,00,000",Mumbai
Junior Operations Executive,Scalar Tech Media Private Limited,"₹ 2,00,000 - 3,00,000",Mumbai
Corporate Sales Executive,Scalar Tech Media Private Limited,"₹ 2,00,000 - 3,00,000",Mumbai
Tele Calling Executive - Inside Sales,Shooting With Stars,"₹ 2,00,000",Ahmedabad
Business Development Executive,Lime Learn Eduserv Private Limited,"₹ 3,10,000 - 4,80,000",Pune
Graphic Designer,WERACHAYATI CO,"₹ 2,00,000 - 2,50,000","Navi Mumbai, Vashi Navi Mumbai"
Junior Social Media Marketing Manager,Blue Waves Media,"₹ 2,11,000 - 2,22,000",Kolkata
E-Commerce Catalog Manager,Heterize Infotech Private Limited,"₹ 2,00,000 - 4,00,000",Indore
Content Writing & Design Associate At NGO,Marpu Foundation,"₹ 2,50,000 - 3,50,000",Secunderabad
Client Relations Executive,Lords Interior Pvt. Ltd,"₹ 2,00,000 - 2,24,000","Zirakpur, Panchkula, Panchkula Urban Estate"
Business Development Associate,Lime Learn Eduserv Private Limited,"₹ 3,10,000 - 4,30,000",Pune
Senior Social Media Marketing Associate,Break The Code,"₹ 2,40,000 - 3,00,000",Mumbai
Field Sales Executive,Revival Engineers Private Limited,"₹ 2,00,000 - 2,40,000","Thane, Navi Mumbai, Dahisar Mori"
SaaS Customer Success Associate,Tech For Social Good,"₹ 3,00,000 - 4,20,000",Delhi
Corporate Sales Manager,AVM Healthcare Products Private Limited,"₹ 2,10,000 - 2,30,000",Delhi
Graphic Designer,NexGen Innovators IT Services Private Limited,"₹ 3,00,000 - 6,00,000",Delhi
Digital Marketing Specialist,Alphanumeric Ideas Private Limited,"₹ 2,00,000 - 2,40,000","Mohali, Zirakpur"
Senior Wealth Management Manager,AASTHA FINTECH PVT LTD,"₹ 3,50,000 - 7,00,000",Surat
Social Media & Marketing Executive,Mobavenue Media Private Limited,"₹ 2,00,000 - 3,00,000",Mumbai
UI/UX Designer,Mohi Lifestile Solutions Private Limited,"₹ 4,00,000 - 6,00,000",Noida
Billing & Invoicing Executive,Revival Engineers Private Limited,"₹ 2,00,000 - 2,40,000","Thane, Navi Mumbai, Dombivli, Dahisar Mori"
Junior Video Editor,Dolphin Ad World Private Limited,"₹ 2,00,000 - 2,64,000",Mumbai
Junior Mechanical Engineer,AVM Healthcare Products Private Limited,"₹ 2,50,000 - 2,80,000",Delhi                                                        (Hybrid)
B2B Sales Executive,Webpulse Solution Private Limited,"₹ 2,00,000 - 3,00,000","Delhi, Gurgaon, Noida"
Digital Marketing Executive,IDZ Digital Private Limited,"₹ 2,00,000 - 2,50,000","Thane, Navi Mumbai, Kalyan, Mumbai, Panvel"
Junior Social Media Marketing Specialist,BLOOM MEDIA STUDIO,"₹ 2,50,000 - 4,70,000",Ahmedabad
Business Development Executive,APSK Production & Entertainment Private Limited,"₹ 2,00,000 - 2,20,000",Jaipur
Business Development Associate,Lime Learn Eduserv Private Limited,"₹ 3,10,000 - 4,80,000",Pune
Business Development Manager – B2B,Newjaisa Technology Private Limited,"₹ 3,00,000 - 3,50,000",Bangalore
Internal Audit Assistant,Surya Electronics India Private Limited,"₹ 2,00,000 - 2,40,000",Pune
Mobile And Laptop Repair Technician,Indian Robotics Solution,"₹ 2,00,000 - 3,00,000",Noida
Video Editor,Grexa AI Private Limited,"₹ 3,00,000 - 6,00,000","Navi Mumbai, Mumbai"
Graphic Designer (Male),Everything Beautiful Retail Private Limited,"₹ 3,00,000 - 3,20,000",Bangalore
Marketing Executive,Greenvironment Innovation & Marketing India Private Limited,"₹ 3,00,000 - 4,20,000",Chennai
Customer Service Executive,Y8 Space Consumer Private Limited,"₹ 2,00,000 - 3,00,000",Thane
Client Acquisition Executive,Adisri Publications Private Limited,"₹ 2,20,000 - 3,00,000","Delhi, Ghaziabad, Noida, Fariabad"
Customer Acquisition Executive,Adisri Publications Private Limited,"₹ 2,20,000 - 3,00,000","Faridabad, Delhi, Ghaziabad, Noida"
Corporate Sales Associate,Equipex Systems Private Limited,"₹ 2,12,000 - 2,55,000","Greater Noida, Noida, Greater Noida West                                                        (Hybrid)"
Telecalling Customer Service Representative,R R CATERER SERVICES,"₹ 2,00,000",Bangalore
Business Development Executive,Mohi Lifestile Solutions Private Limited,"₹ 4,50,000 - 13,50,000",Noida
Field Sales Associate,Mohi Lifestile Solutions Private Limited,"₹ 4,40,000 - 8,00,000",Noida                                                        (Hybrid)
Telecaller,Aadinath UR Homes Infra Realtech LLP,"₹ 2,00,000 - 3,00,000","Faridabad, Delhi, Gurgaon, Noida"
Junior Travel & Tourism Executive,SPARKSPRINT SERVICES PRIVATE LIMITED,"₹ 2,00,000 - 3,00,000",Ghaziabad
International Buyer Outreach (Sales),Arthashastra Intelligence Private Limited,"₹ 2,66,000 - 4,00,000",Hyderabad
Visual Designer,NexGen Innovators IT Services Private Limited,"₹ 3,60,000 - 6,00,000",Delhi
Digital Marketing Executive,SPARKSPRINT SERVICES PRIVATE LIMITED,"₹ 2,00,000 - 2,40,000","Ghaziabad, Noida"
Sales Representative,H&M Virtual Services Private Limited,"₹ 3,90,000 - 5,60,000",Vadodara
Senior Social Media Marketing Specialist,Bombay Social Company,"₹ 2,40,000 - 2,64,000",Mumbai                                                        (Hybrid)
Tele Sales Executive,NutnBolt Business Solution (Dil Foods),"₹ 2,50,000 - 3,00,000",Bangalore
Relationship Manager - Bancassurance,Axi Workforce Pvt Ltd,"₹ 2,60,000 - 6,50,000","Pune, Mumbai"
Social Media Marketing Executive,Market Creators Private Limited,"₹ 2,00,000 - 3,00,000",Agra
Social Media Marketing Executive,Mr n Mrs Pet,"₹ 2,00,000 - 3,00,000",Jaipur
Supply Chain Manager (SCM),KIE Engineering Private Limited,"₹ 2,00,000 - 2,50,000",Solapur
Sales And Marketing Executive,Ingenious Works Private Limited,"₹ 2,00,000",Mohali
Visual Merchandiser Cum Sales Stratergist,Shivani Bhargava,"₹ 3,60,000 - 4,80,000","Delhi, Gurgaon"
Business Development Executive,Trivoli Digital Private Limited,"₹ 2,00,000","Dubai (United Arab Emirates), Pune, Mumbai, Gujrat"
Business Development Executive,NVS Travel Solutions Private Limited,"₹ 2,90,000 - 3,00,000",Bangalore
Business Development Associate (Female),Ramton Technologies Private Limited,"₹ 2,64,000 - 5,40,000",Delhi
Corporate Sales Associate,Ocean Transworld Logistics Private Limited,"₹ 3,00,000",Mumbai
International Sales Executive,Inorbvict Healthcare India Private Limited,"₹ 3,00,000 - 3,50,000",Pune
Education Sales Coordinator,Pune Medical Coding Training Institute,"₹ 2,00,000",Pune
Social Media Executive,ONE XL INFO LLP,"₹ 3,00,000 - 3,84,000",Pimpri-Chinchwad
Artificial Intelligence (AI) Associate,APTAGRIM CONSULTING PRIVATE LIMITED,"₹ 3,00,000 - 4,00,000",Hyderabad
Corporate Sales Executive,Detailing Devils India Pvt. Ltd.,"₹ 3,00,000 - 3,60,000",Noida
Business Development Executive,CBL Data Science Private Limited,"₹ 2,50,000 - 3,00,000",Bangalore
Associate CAD Designer,DeepThought CultureTech Ventures Pvt Ltd.,"₹ 3,00,000 - 3,60,000",Tadipatri
Full Stack Developer,Creatous Collective Private Limited,"₹ 2,00,000 - 3,00,000","Siliguri, Bangalore"
Administration Executive,Aone Outsourcing Solutions Pvt Ltd,"₹ 2,00,000","Delhi, Ghaziabad, Noida"
Field Sales Executive – FMCG (Kirana & Dealer Network),Pickmytrade,"₹ 2,20,000 - 2,60,000",Gurgaon
Business Development Executive,Immi Talks Overseas Education Private Limited,"₹ 2,00,000 - 2,76,000",Work from home
Digital Marketing Executive,Exhibit Elevat Pvt Ltd,"₹ 2,10,000 - 3,00,000","Faridabad, Delhi, Ghaziabad, Noida"
Business Development Associate,Wayspire Ed-Tech Private Limited,"₹ 6,00,000 - 9,00,000",Gurgaon
Digital Marketing Specialist,SATHYAANSH ASTROLOGY PRIVATE LIMITED,"₹ 2,00,000 - 2,40,000","Guwahati, Dhubri"
Junior Search Engine Optimization (SEO) Associate,Fx31 Labs,"₹ 2,00,000 - 3,00,000",Ahmedabad
Corporate Sales Associate,Aaspira Freight India Private Limited,"₹ 2,00,000 - 4,00,000",Delhi
Corporate Sales Executive,PolicyWings Insurance Broking Private Limited,"₹ 2,00,000 - 5,50,000",Noida
Accountant,Swan Agri Products Private Limited,"₹ 2,40,000 - 3,00,000","Navi Mumbai, Mumbai"
Junior Interior Designer,Dchord Design Labs Private Limited,"₹ 2,00,000 - 2,40,000",Mumbai
General Management Trainee,Unicare Emergency Equipment Private Limited,"₹ 2,50,000 - 3,00,000",Mumbai
Clinical Community Engagement Officer,The Elbow Neuron Company,"₹ 2,00,000 - 2,40,000",Mumbai
Corporate Sales Executive,Prime Wealth And Health IMF LLP,"₹ 2,00,000",Work from home
Human Resources (HR) Executive,Wian Tech Private Limited,"₹ 2,00,000",Mumbai
Digital Marketing Executive,Go For It Communications,"₹ 2,00,001","Thane, Mumbai"
Business Development Associate,BroomBoom Transportation Services Private Limited,"₹ 2,44,000 - 2,75,000",Mumbai
